statistic,factor,level,lwr,upr,est
s2,margin,beta,0.191727851916775,0.194268576611682,0.193047716802803
s2,margin,bks,0.19807565825195,0.202219426905907,0.200101435366432
s2,margin,nks,0.189634752273883,0.191738582727884,0.190649957903952
s2,margin,norm,0.18281803861583,0.184970607337301,0.183985476745065
s2,n,100,0.314409354766222,0.31724351952802,0.315744583029787
s2,n,25,0.0864759026818335,0.088224483682139,0.0873385911302936
s2,n,50,0.171521260214437,0.174036929490012,0.172755265953608
s2,skew,"(0,0.25]",0.0343616206875634,0.0347958915553606,0.034574496091044
s2,skew,"(0.25,0.5]",0.102080832614241,0.107652337998224,0.104687037032062
s2,skew,"(0.5,0.75]",0.140901196539046,0.144206655899606,0.142512398954483
s2,skew,"(0.75,1]",0.178113986735257,0.181514869825392,0.179749623829527
s2,skew,"(1,1.25]",0.211411719520882,0.215301687055121,0.21336695896035
s2,skew,"(1.25,1.5]",0.245217791169789,0.24914940228685,0.247183558230812
s2,skew,"(1.5,1.75]",0.283396751181059,0.288158840893892,0.285929201354309
s2,skew,"(1.75,Inf]",0.325484746756794,0.329846265335058,0.327565899183915
t2,margin,beta,0.0556725411644345,0.0571142925251617,0.0564088469278058
t2,margin,bks,0.0541259191379288,0.0565484659758577,0.0553066887575589
t2,margin,nks,0.0549482312592756,0.0562395566830676,0.0556063369243373
t2,margin,norm,0.0555757160135836,0.0568864583462332,0.0562202996326291
t2,n,100,0.0526102037929558,0.0540106353605431,0.0532862794249604
t2,n,25,0.0578676710104559,0.0594558681604217,0.0587532661118959
t2,n,50,0.0548776900016486,0.056368589110749,0.055617083644892
t2,skew,"(0,0.25]",0.0488456719284734,0.049368803787233,0.0491018724464728
t2,skew,"(0.25,0.5]",0.0490061558157733,0.0528208099112342,0.0508104766098611
t2,skew,"(0.5,0.75]",0.051008675795031,0.0532282831498404,0.0521262516711425
t2,skew,"(0.75,1]",0.0530082332863033,0.0549937917138745,0.0540702696952029
t2,skew,"(1,1.25]",0.0547789421926092,0.0569738866974679,0.0558474263028525
t2,skew,"(1.25,1.5]",0.0569854275114675,0.0591075382293907,0.0580767908070246
t2,skew,"(1.5,1.75]",0.0591706700331742,0.0618418543637985,0.0606023547630456
t2,skew,"(1.75,Inf]",0.0651880224477116,0.0677310334082704,0.0664489021890603
w2,margin,beta,0.132987250321282,0.135148388222413,0.134163554814598
w2,margin,bks,0.137363104151821,0.140889405885684,0.13911023658051
w2,margin,nks,0.146584054980151,0.148636161383996,0.147592607213326
w2,margin,norm,0.129622701585682,0.131428866413131,0.130587828465087
w2,n,100,0.198227412538335,0.200640043372202,0.199424266323519
w2,n,25,0.0878736252848912,0.0897066980971265,0.0888155791937693
w2,n,50,0.124304620801038,0.12646094437413,0.125350824787852
w2,skew,"(0,0.25]",0.0487078004627449,0.0492529887146069,0.0489917146114409
w2,skew,"(0.25,0.5]",0.0706616985721642,0.0753102900701966,0.0729503574821297
w2,skew,"(0.5,0.75]",0.0911302449948968,0.0939046236042287,0.0925546351562991
w2,skew,"(0.75,1]",0.11688844375783,0.119725896873488,0.118265343721824
w2,skew,"(1,1.25]",0.142292289771748,0.145646025919168,0.144069009827341
w2,skew,"(1.25,1.5]",0.170722649152226,0.174071787907523,0.172447782284615
w2,skew,"(1.5,1.75]",0.201643239694652,0.206067608979432,0.203959796989203
w2,skew,"(1.75,Inf]",0.247653837525115,0.25169540748843,0.249669814074188
