statistic,factor,level,lwr,upr,est
d,skew,"(1,1.25]",-0.000140657064303468,0.000143634744404499,-1.44789637474738e-05
d,skew,"(1.25,1.5]",-0.000199310074448634,0.000116277185231196,-2.57111920862731e-05
d,skew,"(1.5,1.75]",-0.000243306400167706,0.000248982307305831,-2.62800926975296e-06
d,skew,"(1.75,Inf]",-7.91886721846391e-05,0.000250671634062281,9.45838324991148e-05
p2,margin,beta,0.0569036180983285,0.0587284331907823,0.0578322091550286
p2,margin,bks,0.0553960178451451,0.0578440947886872,0.0565664996939947
p2,margin,nks,0.0593739675273181,0.0609414076967801,0.0601430202261663
p2,margin,norm,0.0611409350994904,0.0637122279346959,0.0623712765796676
p2,n,100,0.0547988452190559,0.0566297428777183,0.0557249936128428
p2,n,25,0.0622072552812033,0.0641230026666738,0.0631487404425792
p2,n,50,0.0579575140011033,0.0597121334817809,0.0588110201857209
p2,skew,"(0,0.25]",0.0497813949701479,0.0502002227029463,0.0499944433684755
p2,skew,"(0.25,0.5]",0.0502889108850335,0.0523059589536992,0.0512819081535841
p2,skew,"(0.5,0.75]",0.0508708202321841,0.0528038206943358,0.0519041771177907
p2,skew,"(0.75,1]",0.0535108918680912,0.0555303024294998,0.0544905291136806
p2,skew,"(1,1.25]",0.0567306176654227,0.0588689470275751,0.0577822988277409
p2,skew,"(1.25,1.5]",0.0560512186940436,0.0589127278268693,0.0574701470940888
p2,skew,"(1.5,1.75]",0.0579093405348706,0.063060162784725,0.0604824402941681
p2,skew,"(1.75,Inf]",0.0881053535277088,0.0929119982069415,0.0904200673401857
s2,margin,beta,0.17734355328495,0.180520398527059,0.178978225811532
s2,margin,bks,0.196286011561595,0.200429789639291,0.198460722138606
s2,margin,nks,0.166235646067225,0.168783892187487,0.16753685471425
s2,margin,norm,0.168182095277583,0.17169607493313,0.169964551283916
s2,n,100,0.290106384846864,0.293538162979659,0.291715569373451
s2,n,25,0.082198907446758,0.0845173099773189,0.0833678359189794
s2,n,50,0.159582949194615,0.16269598763353,0.161121860168798
s2,skew,"(0,0.25]",0.0344140200014422,0.0347818614490551,0.034599056891842
s2,skew,"(0.25,0.5]",0.0923707282755238,0.0949788556305942,0.0935642576643366
s2,skew,"(0.5,0.75]",0.121665930706069,0.124540130488157,0.123234842298249
s2,skew,"(0.75,1]",0.149206963199776,0.152398723478133,0.150700694475329
s2,skew,"(1,1.25]",0.188650770884677,0.192229227490217,0.190313712264163
s2,skew,"(1.25,1.5]",0.219951648136135,0.224762700721345,0.222231145412444
s2,skew,"(1.5,1.75]",0.263963811566196,0.273141493082153,0.26863746337532
s2,skew,"(1.75,Inf]",0.3428159185869,0.350552389546583,0.346599535514925
t2,margin,beta,0.0559421811694906,0.0577487153384197,0.0568234614123098
t2,margin,bks,0.0546504077755205,0.0570429065107683,0.0557722990910407
t2,margin,nks,0.0566622056091098,0.0582438410791143,0.0573738275253089
t2,margin,norm,0.0598585139401912,0.0624199303541399,0.0611058734114624
t2,n,100,0.0541407215100053,0.0559231606317412,0.0550256164176134
t2,n,25,0.0597704248226328,0.0617048928978407,0.060716867057416
t2,n,50,0.0566975809033878,0.0584693966347462,0.057564112605062
t2,skew,"(0,0.25]",0.0485558851809992,0.0489827024176212,0.0487616929864269
t2,skew,"(0.25,0.5]",0.0495440891440292,0.0515568656036477,0.0505539151719234
t2,skew,"(0.5,0.75]",0.0500762458830855,0.0519677809175196,0.0510864427507609
t2,skew,"(0.75,1]",0.0525354792844299,0.0545038833374705,0.0534787100874821
t2,skew,"(1,1.25]",0.0554766271769808,0.0576138847364584,0.0565156023212535
t2,skew,"(1.25,1.5]",0.0543395103753887,0.057241299987251,0.0558072241635784
t2,skew,"(1.5,1.75]",0.0564425593364737,0.0613972830584775,0.058859049937898
t2,skew,"(1.75,Inf]",0.0848273582413546,0.0895820491538661,0.0870882854609204
w2,margin,beta,0.131393305881121,0.134292731017169,0.132745673681745
w2,margin,bks,0.134765032815344,0.138535495415308,0.13665476448895
w2,margin,nks,0.135693996834939,0.138158555932477,0.13694090873737
w2,margin,norm,0.139174639301196,0.142710821378154,0.140992137813465
w2,n,100,0.192681219640979,0.195976935633428,0.194275135027288
w2,n,25,0.0887815350875504,0.0910655381272091,0.0898752983342416
w2,n,50,0.124972899928426,0.127955724479249,0.126349680179619
w2,skew,"(0,0.25]",0.0484127354210985,0.0488310868577082,0.0486323470301773
w2,skew,"(0.25,0.5]",0.0668148453884212,0.0690499259646975,0.0678830693677034
w2,skew,"(0.5,0.75]",0.084994061327343,0.087369255437861,0.0861361518917863
w2,skew,"(0.75,1]",0.105882022968674,0.108565364027066,0.107232900841609
w2,skew,"(1,1.25]",0.12971513356241,0.132805110718596,0.131356817975828
w2,skew,"(1.25,1.5]",0.149929439257612,0.154158792941201,0.152089491462169
w2,skew,"(1.5,1.75]",0.176601966522703,0.184429527270513,0.180335739409883
w2,skew,"(1.75,Inf]",0.316961173006941,0.324736427543765,0.321000451463905
