statistic,factor,level,lwr,upr,est
p2,margin,bks,0.0510378929099012,0.055632159454053,0.0530258986764445
p2,margin,nks,0.0503024422920351,0.0541270921458673,0.0521512854943274
p2,margin,norm,0.0498810014711163,0.0527607605155544,0.0512433884951744
p2,n,100,0.0503180359632786,0.0532497553586489,0.0517777324769523
p2,n,25,0.0499642989274275,0.052911887532722,0.051418875022283
p2,n,50,0.0509559417093864,0.0538147772370528,0.0522595053597812
s2,cop,BB1,0.0326123105317661,0.0364813491200133,0.0344723519108342
s2,cop,BB6,0.0224229192192653,0.0566289950334918,0.0384852920177067
s2,cop,BB7,0.033393842491886,0.0344124778011102,0.0339167611722882
s2,cop,BB8,0.0334997421816972,0.0364965545381207,0.0348812233399781
s2,cop,C,0.0341259195613028,0.0358224179642716,0.0349885366915991
s2,cop,F,0.0336110448881524,0.0353702051468144,0.0344822125433518
s2,cop,G,0.0341984900640222,0.0349861576708152,0.0345734331748846
s2,cop,I,0.0322594583881082,0.0448325911188224,0.0383947603354945
s2,cop,J,0.0339214001256237,0.0355437278402762,0.0347262706449831
s2,cop,N,0.0340647480212014,0.0354272022283044,0.0347652183281347
s2,cop,t,0.0339867983277888,0.035169962134302,0.0345638185619563
s2,cop,Tawn,0.216505562155661,0.21797338805129,0.217271988229041
s2,margin,beta,0.0489083962819323,0.0502010250333248,0.0495360368240744
s2,margin,bks,0.0534889498712335,0.0570402765409708,0.0551128493329235
s2,margin,nks,0.0475193179240934,0.0506518273202347,0.0489983562224066
s2,margin,norm,0.0502444062026764,0.0529662156781452,0.0515921426683667
s2,n,100,0.0670628959489577,0.0696688139185917,0.0682950961783356
s2,n,25,0.0341105586707025,0.0365059062792316,0.0352822946665945
s2,n,50,0.0490693356447141,0.0513974268166655,0.0501980486049292
t2,cop,BB1,0.0472174489367998,0.0515398520267592,0.0494746898938665
t2,cop,BB6,0.033089350840871,0.0724414161272431,0.0509852920177067
t2,cop,BB7,0.0486551499401994,0.049885283572684,0.0492940442793945
t2,cop,BB8,0.0488524967937523,0.0523868324491342,0.0505657133886826
t2,cop,C,0.048661576936825,0.0508216671988006,0.0496884414702796
t2,cop,F,0.0474169781448186,0.0493946895260424,0.0484515955217048
t2,cop,G,0.0485731744448037,0.0495726446649812,0.0491040424233907
t2,cop,I,0.0470262277238771,0.0613027816639393,0.0536234316234642
t2,cop,J,0.048119403988489,0.0500213864843656,0.0490703595919795
t2,cop,N,0.0483660999627918,0.0499931639519306,0.0491716946242076
t2,cop,t,0.0475956530938519,0.0489647081420486,0.0482630220304927
t2,cop,Tawn,0.0563727423361369,0.0572951147475132,0.0568513073555169
t2,margin,beta,0.0490695014423754,0.0506085194864257,0.0498397680527158
t2,margin,bks,0.0500167175424419,0.0546631405045653,0.0520113159207143
t2,margin,nks,0.0478770993500879,0.0514027256587723,0.0494521347429372
t2,margin,norm,0.0487492156322898,0.0515792487778045,0.050130101836968
t2,n,100,0.049779880684183,0.0527215129500123,0.0512236585325819
t2,n,25,0.0472245295374672,0.0499189383507534,0.0485673140502558
t2,n,50,0.0498676788314115,0.0527372608897614,0.0512236048058039
w2,cop,BB1,0.0480683383611271,0.0525576448844435,0.0502793958197827
w2,cop,BB6,0.0335776210527993,0.0770897388162425,0.0536569644755422
w2,cop,BB7,0.0482949475071007,0.0495230051908961,0.0488998283428226
w2,cop,BB8,0.0473555965548478,0.0507645666671344,0.0489594044592468
w2,cop,C,0.0482211731865182,0.0502287415051277,0.049229443337232
w2,cop,F,0.0473802368139077,0.0494065211365334,0.0483869123371985
w2,cop,G,0.0485253975022122,0.0495222301877764,0.0490252239474903
w2,cop,I,0.0466418453345407,0.0604282257324131,0.0529050586198201
w2,cop,J,0.0476016178461583,0.0495156844721395,0.0485881662228738
w2,cop,N,0.0483074159307878,0.0498755618678371,0.0490841444810481
w2,cop,t,0.0482918609299262,0.0496562023587536,0.0489765633049846
w2,cop,Tawn,0.151086735869213,0.152432597959063,0.151738911813301
w2,margin,beta,0.0557118408290712,0.0571912179293535,0.0564483521017371
w2,margin,bks,0.059238304280835,0.0636055979748879,0.0612050208663876
w2,margin,nks,0.0566925083562078,0.0604286721131913,0.0584575340862299
w2,margin,norm,0.0570516989208836,0.0600922917116602,0.0583883330486014
w2,n,100,0.0650352639960278,0.0681961234917493,0.0664696892990786
w2,n,25,0.051078724604687,0.0539006275864367,0.0523718272121181
w2,n,50,0.0557684394295492,0.0585149866598765,0.0570217618367197
