statistic,factor,level,lwr,upr,est
b2,cop,BB1,0.0485531199932904,0.0568702146767408,0.0528334980722409
b2,cop,BB6,0.0531669062722283,0.067296997861759,0.0604090975823672
b2,cop,BB7,0.0581592047959027,0.062933677909491,0.0606046997187743
b2,cop,BB8,0.0552199266700415,0.0609261255720652,0.0580976298364375
b2,cop,C,0.058000658657429,0.061196211638452,0.0596756195640286
b2,cop,F,0.0570071988502181,0.059174626618717,0.0582014980513719
b2,cop,G,0.0572196377144172,0.0595378342614096,0.058372801689627
b2,cop,I,0.0564224245557218,0.0595638526091031,0.0580474084962194
b2,cop,J,0.0568227164209183,0.0608139815140152,0.0586780971324659
b2,cop,N,0.0581618157943592,0.061412840432704,0.0598339732751876
b2,cop,t,0.0566030514936261,0.0600348141367707,0.0582496980484182
b2,cop,Tawn,0.0635458660755932,0.0652649275619656,0.0643873902273338
b2,margin,beta,0.0586339085925098,0.0609932562406464,0.0597876994877826
b2,margin,bks,0.0586632687968654,0.0631238680680436,0.0610514561155283
b2,margin,nks,0.0564977082428956,0.0587603232435812,0.0576116829108164
b2,margin,norm,0.0567906811518707,0.0598567971051389,0.0583349957336765
b2,n,100,0.0517964883829274,0.0542092356571939,0.0529882096890415
b2,n,25,0.0648271487746754,0.0675334408327942,0.0663199683522974
b2,n,50,0.0564988743814301,0.0591707428486658,0.0579101981337985
d,cop,BB1,-0.000404736796468717,0.00029957227681631,-4.71883048214749e-05
d,cop,BB6,-0.000125587665653407,0.000144934339520716,1.65228461120638e-05
d,cop,BB7,-0.000212812178073324,0.000403263236477933,0.000117064282650581
d,cop,BB8,-0.000922081507662383,-5.69007452995798e-05,-0.000452812213405953
d,cop,C,-4.34411848709126e-05,0.000441830765823538,0.000173131835133286
d,cop,F,-0.000233544536297551,7.57080680976682e-05,-6.8879037364783e-05
d,cop,G,-0.000201365520025609,9.50944865963448e-05,-5.28748254466264e-05
d,cop,I,-0.000290989001642064,3.21214835143161e-05,-0.000123288014721071
d,cop,J,-0.000364057121185295,0.000182994428472943,-7.64804014985142e-05
d,cop,N,-0.000282112020098674,0.000160424558411824,-4.89345927743038e-05
d,cop,t,-0.000203631633128179,0.000306641838284519,3.07744116373244e-05
d,cop,Tawn,-2.83904725371629e-05,0.000191161137821821,8.1647294683325e-05
d,margin,beta,-3.30436707353537e-05,4.61297329750852e-05,7.33664612485238e-06
d,margin,bks,-0.000483961284585246,0.000180430685800018,-0.000172314551895904
d,margin,nks,-2.11221746832605e-05,0.000136074167466902,5.95711612515416e-05
d,margin,norm,-0.000153553613910485,3.25962979469296e-06,-7.52813439406409e-05
d,n,100,-5.10775628600204e-05,0.000114854304141932,4.10477723343541e-05
d,n,25,-0.000261505394567798,6.23797353407794e-05,-9.74313279253671e-05
d,n,50,-0.000168744295369885,7.35559546321181e-05,-5.3704004797927e-05
p2,cop,BB1,0.0407167910124757,0.0483380636579958,0.0444471766174898
p2,cop,BB6,0.0444631578969735,0.0579779669718694,0.0511222998044363
p2,cop,BB7,0.0501898266174317,0.0550135378682837,0.0525524156723176
p2,cop,BB8,0.0474789100727051,0.0528490534560788,0.0499742157081287
p2,cop,C,0.0486717919946135,0.0517015355510632,0.0502212096322104
p2,cop,F,0.0488554114453874,0.0508459129125114,0.0498725041343921
p2,cop,G,0.048183097459286,0.0502192804108128,0.0491923548747676
p2,cop,I,0.0479210987026932,0.0509264337075679,0.0494466912597535
p2,cop,J,0.0483554427540026,0.0521582134926629,0.0502005954564157
p2,cop,N,0.0494496746803156,0.0523294191759497,0.0508785951762952
p2,cop,t,0.0482270978301586,0.0513486730840492,0.049732614076389
p2,cop,Tawn,0.0548294683476894,0.0564056402237602,0.0555542693568542
p2,margin,beta,0.0491584871581252,0.0512959174031152,0.0502261139724266
p2,margin,bks,0.0498661568682513,0.0540287650547866,0.0519334455406285
p2,margin,nks,0.0489674102409822,0.0511678183950861,0.0500657569841154
p2,margin,norm,0.0482893222964392,0.0511355120103786,0.0497383448376634
p2,n,100,0.0485447656438531,0.0509024572049315,0.0497037574058235
p2,n,25,0.04952652101043,0.0518938747716346,0.0506860299199122
p2,n,50,0.0494331570819733,0.0520502439056922,0.0507944526340056
s2,cop,BB1,0.0264769864871876,0.0327605454274967,0.029638468615625
s2,cop,BB6,0.0304490434554234,0.0419538186213883,0.0360433096737029
s2,cop,BB7,0.0315394521740738,0.0352092654600373,0.0333926497699039
s2,cop,BB8,0.0319559974378949,0.036277071428519,0.0340867034969391
s2,cop,C,0.0339746536751336,0.0365461545266317,0.035278711095269
s2,cop,F,0.0335932631251866,0.035299463280834,0.0344232706618339
s2,cop,G,0.0330430062527294,0.0347264927864361,0.0338352500953047
s2,cop,I,0.0323378779237308,0.0348680343977161,0.0336131134794665
s2,cop,J,0.0321698845232706,0.0351601303657835,0.0336845235040794
s2,cop,N,0.0328629838172052,0.0352028003248267,0.0339563641869399
s2,cop,t,0.0323678746859171,0.0350381349542583,0.0336971953623781
s2,cop,Tawn,0.161512486593765,0.164169117403424,0.162769337761593
s2,margin,beta,0.0426553453308023,0.0445429800209524,0.0435929622403143
s2,margin,bks,0.051585278224129,0.0549369193199017,0.0531966612196885
