statistic,factor,level,lwr,upr,est
b2,cop,BB1,0.048845343409323,0.0663729776151774,0.0569999073958453
b2,cop,BB7,0.0572024607111464,0.0664853484542887,0.0616978199996365
b2,cop,BB8,0.0546321539918256,0.0619686303251274,0.0581635637962145
b2,cop,C,0.0585411848970951,0.0607580980880975,0.0596003119453384
b2,cop,F,0.0579334080762499,0.0613927416064522,0.0596432601507248
b2,cop,G,0.0587578560392957,0.0616976954316752,0.0601115167324249
b2,cop,I,0.0592040448985277,0.0611383720539805,0.0601808293340369
b2,cop,J,0.0584509838843622,0.0597636020562582,0.0590572278505627
b2,cop,N,0.0569761695369918,0.0607443419013172,0.0588125301423887
b2,cop,t,0.0586511314788454,0.0618206606425963,0.0603004413589044
b2,cop,Tawn,0.0587308278437983,0.0602394500280919,0.0594277462261693
b2,margin,dks(1),0.059010676766354,0.0610191690228496,0.0599921240674184
b2,margin,dks(10),0.0567206035322039,0.0637814388092995,0.0600670377871
b2,margin,dks(2),0.0577383593907605,0.0603287574117691,0.0590210743612272
b2,margin,dks(5),0.0570512838272306,0.0607699898438041,0.0587361837596167
b2,n,100,0.0523840848392623,0.0557392649848242,0.0540063381174864
b2,n,25,0.0650509154479174,0.0691735836921957,0.0670246701531761
b2,n,50,0.0556909803587375,0.0591367172250172,0.0573313067108592
d,cop,BB1,-0.0022994272681407,0.0018997003063225,-0.00016955630555746
d,cop,BB7,2.89375716492036e-05,0.0019840864835478,0.00103313285769472
d,cop,BB8,-0.000891232874804499,0.000831677555742925,-7.63854483159359e-06
d,cop,C,-9.85370403872175e-05,0.000441103711146397,0.000177030701146594
d,cop,F,-0.000656446268630174,0.00027492450521465,-0.000167447564446265
d,cop,G,-0.000351972453053089,0.000371303550771337,1.0024255915688e-05
d,cop,I,-0.000449857425516759,0.000124762068639686,-0.000190858699608288
d,cop,J,-0.000141255844558005,0.000156073188616004,1.47968561743088e-05
d,cop,N,-0.00077022408949118,0.000174662417757335,-0.00029271071658955
d,cop,t,-0.000531909011108214,0.00033201120911431,-0.00011751530612475
d,cop,Tawn,-0.000217287835372592,0.000174394671872659,-2.25743506372138e-05
d,margin,dks(1),-0.000198985900683953,0.000369020856937748,9.1019485238989e-05
d,margin,dks(10),-0.000586627925374416,0.000851751608210026,0.000154734751627246
d,margin,dks(2),-0.000350044149671933,0.000317118939475938,-3.00867055396255e-06
d,margin,dks(5),-0.00060737097042122,0.000375791540844294,-0.000145769863353658
d,n,100,-0.000202075945531413,0.00036155525605747,9.94262843708396e-05
d,n,25,-0.000314096439846821,0.000815391766856557,0.00022674846111868
d,n,50,-0.000626025726132991,0.000142843461703097,-0.000253442968270559
p2,cop,BB1,0.0389015628551835,0.0554980971728873,0.0474840137546458
p2,cop,BB7,0.0459901271839714,0.0544675339330281,0.0496742068911508
p2,cop,BB8,0.0431186829419367,0.0495660757200247,0.0460083992558596
p2,cop,C,0.0477490660717279,0.0497576872040839,0.0487696748529646
p2,cop,F,0.0476368597649217,0.0507081953076724,0.049152497725567
p2,cop,G,0.047799750316598,0.0505099059660884,0.0490204975019475
p2,cop,I,0.048030584809188,0.0497379107541925,0.0488986996873388
p2,cop,J,0.0475524935256719,0.0487196543488522,0.0480592809622845
p2,cop,N,0.0467371572761975,0.0500593368249088,0.0483801756929656
p2,cop,t,0.0477864803818588,0.0505809974400382,0.0492222111417207
p2,cop,Tawn,0.0479601268232868,0.0493206652900211,0.0486242098166882
p2,margin,dks(1),0.0490243835663539,0.050916527440995,0.0499614533230328
p2,margin,dks(10),0.044359287091977,0.0504507559601139,0.0470690341822307
p2,margin,dks(2),0.0472182031426101,0.0495344290871693,0.0483334069904934
p2,margin,dks(5),0.0469168367638369,0.0504022001573299,0.0485611481526552
p2,n,100,0.048597458699966,0.0519167387279471,0.050130165677025
p2,n,25,0.0447011013604599,0.0480018816386643,0.0462127227873599
p2,n,50,0.0476047463579362,0.0509054554795977,0.0491008935219241
s2,cop,BB1,0.0238752318881203,0.0365406492866783,0.0296287870368246
s2,cop,BB7,0.027586459562841,0.0340212956060967,0.0305645460857873
s2,cop,BB8,0.0251550153390943,0.0299234358728021,0.0273190675684436
s2,cop,C,0.029317885873183,0.0309629472880707,0.0301181017332332
s2,cop,F,0.0305107680997385,0.0328340080208698,0.0316637722764744
s2,cop,G,0.0297831075689932,0.0318586926006851,0.0307352407281569
s2,cop,I,0.0305473084725865,0.0319111245457743,0.0312588913324297
s2,cop,J,0.029770452259461,0.0306380369784109,0.0301745919697776
s2,cop,N,0.0281620042316302,0.0309027982976461,0.0295451912720557
s2,cop,t,0.0301367651874902,0.0324514800413696,0.0313733724378787
s2,cop,Tawn,0.0576693877342702,0.0590067373465594,0.0582943650272483
s2,margin,dks(1),0.0358610173089359,0.0374572686760031,0.036685902300144
s2,margin,dks(10),0.025985231371578,0.0302625472303303,0.0279210778863513
s2,margin,dks(2),0.0326718904885394,0.0344541140555333,0.0335086488558724
s2,margin,dks(5),0.0317243295255421,0.0346676371427273,0.0330392536733813
s2,n,100,0.0394257554600922,0.0420175319908795,0.0406317891886774
s2,n,25,0.0248704086128697,0.0273220263892241,0.0259933848291885
s2,n,50,0.0305106821208181,0.032939739746599,0.0317409880189459
t2,cop,BB1,0.0391598546061957,0.0558150877868516,0.0477344412578892
t2,cop,BB7,0.0467066734663425,0.0554066606763356,0.050704492523834
t2,cop,BB8,0.043164565868013,0.0496336635864782,0.0461110849289767
t2,cop,C,0.0484200507975972,0.0504580213681058,0.0494314126132068
t2,cop,F,0.0482587081663454,0.0514035868319043,0.0497817998894601
t2,cop,G,0.0483753912134475,0.0511336335535227,0.0497109593886773
t2,cop,I,0.0495929871130927,0.0513732828873994,0.0504669457982253
